,timestamp,PM2.5,humidity,temperature
185,04/06/2020 05:00,26.76,83.59,29.17
186,04/06/2020 06:00,28.15,83.97,29.08
187,04/06/2020 07:00,29.05,82.37,29.65
188,04/06/2020 08:00,29.19,79.38,30.35
189,04/06/2020 09:00,32.75,71.62,31.95
190,04/06/2020 10:00,32.68,65.3,33.34
191,04/06/2020 11:00,24.881761096274868,58.55420716302258,36.07950950329615
192,04/06/2020 12:00,29.65,52.37,35.85
193,04/06/2020 13:00,28.92,49.67,36.82
194,04/06/2020 14:00,27.22,46.52,38.16
195,04/06/2020 15:00,26.63,46.59,38.28
196,04/06/2020 16:00,27.83,48.01,37.86
197,04/06/2020 17:00,29.94,53.36,36.83
198,04/06/2020 18:00,41.98,58.24,35.03
199,04/06/2020 19:00,64.73,61.38,33.74
200,04/06/2020 20:00,71.05,62.92,33.08
201,04/06/2020 21:00,55.47,63.43,32.34
202,04/06/2020 22:00,63.55,66.5,31.73
203,04/06/2020 23:00,55.99,69.7,31.25
204,05/06/2020 00:00,47.49,71.72,30.89
205,05/06/2020 01:00,36.25,74.13,30.52
206,05/06/2020 02:00,28.68,76.44,30.33
207,05/06/2020 03:00,27.08,78.73,30.11
208,05/06/2020 04:00,27.68,82.15,29.73
209,05/06/2020 05:00,27.95,83.33,29.52
210,05/06/2020 06:00,28.12,81.88,29.65
211,05/06/2020 07:00,29.69,80.23,29.98
212,05/06/2020 08:00,31.86,75.28,31.08
213,05/06/2020 09:00,33.35,75.54,31.06
214,05/06/2020 10:00,43.87,74.58,31.83
215,05/06/2020 11:00,49.16,68.59,33.48
216,05/06/2020 12:00,51.76,63.53,34.77
217,05/06/2020 13:00,38.85,55.37,35.78
218,05/06/2020 14:00,34.54,52.85,36.13
219,05/06/2020 15:00,33.58,53.33,36.1
220,05/06/2020 16:00,31.79,51.75,36.52
221,05/06/2020 17:00,31.98,53.3,36.15
222,05/06/2020 18:00,31.34,53.7,35.68
223,05/06/2020 19:00,36.59,54.84,35.12
224,05/06/2020 20:00,72.74,65.0,33.52
225,05/06/2020 21:00,77.01,64.32,32.68
226,05/06/2020 22:00,96.65,66.48,31.97
227,05/06/2020 23:00,56.6,69.11,31.54
228,06/06/2020 00:00,50.17,72.07,31.12
229,06/06/2020 01:00,41.83,74.32,30.68
230,06/06/2020 02:00,38.24,76.05,30.43
231,06/06/2020 03:00,34.98,77.63,30.14
232,06/06/2020 04:00,32.7,78.57,30.06
233,06/06/2020 05:00,31.72,78.51,30.05
234,06/06/2020 06:00,32.48,79.58,29.95
235,06/06/2020 07:00,30.88,77.38,30.58
236,06/06/2020 08:00,31.41,75.2,31.31
237,06/06/2020 09:00,36.66,71.27,32.29
238,06/06/2020 10:00,38.53,64.24,33.88
239,06/06/2020 11:00,33.28,57.33,35.03
240,06/06/2020 12:00,27.05,49.88,35.77
241,06/06/2020 13:00,25.77,51.7,35.3
242,06/06/2020 14:00,25.78,51.8,35.53
243,06/06/2020 15:00,26.42,53.03,35.43
244,06/06/2020 16:00,27.73,52.93,35.73
245,06/06/2020 17:00,27.33,51.7,35.8
246,06/06/2020 18:00,30.41,54.52,35.17
247,06/06/2020 19:00,37.35,57.28,34.65
248,06/06/2020 20:00,91.93,64.03,33.57
249,06/06/2020 21:00,126.33,65.93,32.85
250,06/06/2020 22:00,111.63,67.05,32.36
251,06/06/2020 23:00,93.79,70.29,31.72
252,07/06/2020 00:00,59.53,68.89,31.9
253,07/06/2020 01:00,46.9,67.98,31.98
254,07/06/2020 02:00,39.75,68.42,31.78
255,07/06/2020 03:00,32.08,67.38,31.69
256,07/06/2020 04:00,29.29,67.05,31.48
257,07/06/2020 05:00,27.34,65.94,31.39
258,07/06/2020 06:00,25.56,64.33,31.59
259,07/06/2020 07:00,25.53,62.17,32.13
260,07/06/2020 08:00,27.38,58.88,33.09
261,07/06/2020 09:00,28.16,54.09,34.25
262,07/06/2020 10:00,29.72,53.93,34.94
263,07/06/2020 11:00,26.84,52.8,35.54
264,07/06/2020 12:00,25.3,48.06,36.9
265,07/06/2020 13:00,24.61,44.46,38.17
266,07/06/2020 14:00,24.0,40.7,38.48
267,07/06/2020 15:00,23.43,39.84,38.68
268,07/06/2020 16:00,23.49,40.05,38.56
269,07/06/2020 17:00,24.24,41.93,37.87
270,07/06/2020 18:00,30.93,43.79,37.33
271,07/06/2020 19:00,46.39,48.15,36.41
272,07/06/2020 20:00,55.43,57.98,34.9
273,07/06/2020 21:00,66.68,60.73,34.21
274,07/06/2020 22:00,75.84,62.22,33.59
275,07/06/2020 23:00,77.93,64.18,33.28
276,08/06/2020 00:00,68.16,64.98,33.08
277,08/06/2020 01:00,45.81,63.21,32.78
278,08/06/2020 02:00,30.42,58.71,32.93
279,08/06/2020 03:00,25.58,55.45,33.08
280,08/06/2020 04:00,26.35,58.28,32.45
281,08/06/2020 05:00,25.21,60.38,31.87
282,08/06/2020 06:00,24.86,58.93,31.83
283,08/06/2020 07:00,24.53,54.61,32.68
284,08/06/2020 08:00,26.61,52.79,33.34
285,08/06/2020 09:00,26.35,51.69,33.93
286,08/06/2020 10:00,24.28,47.43,35.17
287,08/06/2020 11:00,23.55,47.18,35.68
288,08/06/2020 12:00,23.42,45.19,36.53
289,08/06/2020 13:00,23.06,42.55,37.35
290,08/06/2020 14:00,23.03,41.24,38.23
291,08/06/2020 15:00,22.98,39.43,38.96
292,08/06/2020 16:00,23.06,40.96,38.47
293,08/06/2020 17:00,23.18,40.5,38.58
294,08/06/2020 18:00,25.9,43.78,37.97
295,08/06/2020 19:00,37.02,53.2,35.93
296,08/06/2020 20:00,46.18,55.61,35.22
297,08/06/2020 21:00,51.09,58.12,34.53
298,08/06/2020 22:00,54.53,59.52,34.02
299,08/06/2020 23:00,51.35,59.73,33.66
300,09/06/2020 00:00,42.32,58.37,33.52
301,09/06/2020 01:00,42.08,60.4,32.83
302,09/06/2020 02:00,33.88,62.82,31.93
303,09/06/2020 03:00,31.44,66.34,31.2
304,09/06/2020 04:00,28.93,68.63,30.83
305,09/06/2020 05:00,28.79,67.09,30.94
306,09/06/2020 06:00,28.13,66.51,31.1
307,09/06/2020 07:00,29.45,66.15,31.39
308,09/06/2020 08:00,30.27,61.58,32.84
309,09/06/2020 09:00,31.01,55.91,34.29
310,09/06/2020 10:00,31.06,50.3,35.22
311,09/06/2020 11:00,19.726061216236644,46.129472256504414,37.609172397771935
312,09/06/2020 12:00,19.182004147716217,44.47998830506582,38.52286684299204
313,09/06/2020 13:00,17.108360802388134,41.880143896079105,39.046120828295
314,09/06/2020 14:00,16.704939004940506,41.04531800000631,39.4181656984326
315,09/06/2020 15:00,16.923159844094332,40.30093236834433,40.07615256615034
316,09/06/2020 16:00,16.753461735452717,41.2936655095819,40.04967309343736
317,09/06/2020 17:00,17.125547171963397,42.09279072069903,39.29111124249465
318,09/06/2020 18:00,23.56000661029645,50.06868168414849,36.859559635050054
319,09/06/2020 19:00,34.43643343870693,54.083547801778444,35.10934554182836
320,09/06/2020 20:00,45.452992389406546,58.43211019611304,33.83917309377737
321,09/06/2020 21:00,62.8,64.2,32.1
322,09/06/2020 22:00,63.23,64.31,32.04
323,09/06/2020 23:00,58.42,66.77,31.61
324,10/06/2020 00:00,53.58,69.66,31.21
325,10/06/2020 01:00,44.32,70.66,31.03
326,10/06/2020 02:00,37.13,72.71,30.82
327,10/06/2020 03:00,28.83,73.69,30.77
328,10/06/2020 04:00,29.36,77.62,30.49
329,10/06/2020 05:00,27.78,80.17,30.13
330,10/06/2020 06:00,29.13,81.61,30.0
331,10/06/2020 07:00,28.68,80.13,30.28
332,10/06/2020 08:00,28.35,77.05,30.91
333,10/06/2020 09:00,29.03,72.53,31.93
334,10/06/2020 10:00,29.05,68.18,33.28
335,10/06/2020 11:00,28.07,61.23,34.78
336,10/06/2020 12:00,25.94,53.23,35.78
337,10/06/2020 13:00,24.43,46.63,36.93
338,10/06/2020 14:00,24.04,42.3,38.54
339,10/06/2020 15:00,24.44,42.16,38.82
340,10/06/2020 16:00,18.83579726192788,47.42957943356002,37.99877557861407
341,10/06/2020 17:00,20.018810994165143,51.80006845917369,36.372055263087624
342,10/06/2020 18:00,24.76412846251248,60.19940627204999,35.52044035584253
343,10/06/2020 19:00,19.69777957804258,83.86963304978796,27.452880446749276
344,10/06/2020 20:00,15.99436772358264,89.7890511535835,25.600339908745404
345,10/06/2020 21:00,17.181118455256133,90.15551558516405,25.892687435891354
346,10/06/2020 22:00,16.78578269267393,90.28420266146219,26.349773674670924
347,10/06/2020 23:00,18.193182858252612,90.3700264925697,26.430723141112406
348,11/06/2020 00:00,21.877691629469847,90.02312601268297,26.789852524281287
349,11/06/2020 01:00,23.17390726067976,90.21390111885539,26.921406871176337
350,11/06/2020 02:00,16.296924082811678,88.42933419599069,26.51613714805508
351,11/06/2020 03:00,16.383232124448682,86.24410103004769,26.98444482662837
352,11/06/2020 04:00,16.745056445287567,85.67733281410872,26.94118676020906
353,11/06/2020 05:00,19.176205612276785,85.16682414111155,27.292359597727277
354,11/06/2020 06:00,20.206653832929646,84.79084036698886,27.37727130777793
355,11/06/2020 07:00,20.50610883402919,82.1581904462066,28.103550543171178
356,11/06/2020 08:00,22.583092254135646,77.96027835560459,29.162619155042073
357,11/06/2020 09:00,25.73732870550332,77.05841970639723,30.196000680943037
358,11/06/2020 10:00,27.34271637021293,76.74808719622135,31.13175588446278
359,11/06/2020 11:00,27.00595913151339,73.81172645651911,32.20672049638319
360,11/06/2020 12:00,26.46496261293083,65.92092146521847,34.50539222375975
361,11/06/2020 13:00,25.011334851706515,60.10362558035383,35.93451964404687
362,11/06/2020 14:00,22.463224315399604,56.69584541422018,36.73739680662166
363,11/06/2020 15:00,27.4,56.46,36.0
364,11/06/2020 16:00,27.3,57.71,35.49
365,11/06/2020 17:00,26.2,57.37,35.45
366,11/06/2020 18:00,29.26,65.63,34.44
367,11/06/2020 19:00,29.5,70.17,32.38
368,11/06/2020 20:00,43.53,74.74,31.93
369,11/06/2020 21:00,52.1,79.91,30.71
370,11/06/2020 22:00,31.14,81.08,28.28
371,11/06/2020 23:00,24.21,82.68,27.01
372,12/06/2020 00:00,23.83,82.55,27.38
373,12/06/2020 01:00,31.45,84.42,27.82
374,12/06/2020 02:00,45.63,86.74,28.13
375,12/06/2020 03:00,48.87,87.19,28.36
376,12/06/2020 04:00,45.31,87.1,28.23
377,12/06/2020 05:00,39.46,87.08,28.39
378,12/06/2020 06:00,28.33,81.19,28.67
379,12/06/2020 07:00,25.33,75.68,29.11
380,12/06/2020 08:00,24.98,71.11,30.08
381,12/06/2020 09:00,24.88,67.65,31.37
382,12/06/2020 10:00,24.52,61.15,33.27
383,12/06/2020 11:00,24.46,57.39,33.97
384,12/06/2020 12:00,24.25,56.08,34.18
385,12/06/2020 13:00,25.28,53.83,35.48
386,12/06/2020 14:00,24.25,48.89,36.64
387,12/06/2020 15:00,24.43,48.39,36.82
388,12/06/2020 16:00,25.41,51.36,36.52
389,12/06/2020 17:00,29.58,59.95,35.78
390,12/06/2020 18:00,27.08,60.05,31.74
391,12/06/2020 19:00,26.23,65.84,30.35
392,12/06/2020 20:00,25.18,74.08,28.54
393,12/06/2020 21:00,23.38,73.15,28.33
394,12/06/2020 22:00,23.77,76.51,28.35
395,12/06/2020 23:00,25.93,77.63,28.62
396,13/06/2020 00:00,31.88,78.78,28.92
397,13/06/2020 01:00,46.63,79.7,28.9
398,13/06/2020 02:00,41.53,79.53,28.84
399,13/06/2020 03:00,30.47,77.93,28.79
400,13/06/2020 04:00,28.19,77.68,28.44
401,13/06/2020 05:00,27.07,76.62,28.38
402,13/06/2020 06:00,26.84,78.18,28.36
403,13/06/2020 07:00,27.32,76.68,29.03
404,13/06/2020 08:00,29.17,74.05,30.07
405,13/06/2020 09:00,28.64,69.81,31.22
406,13/06/2020 10:00,28.66,65.01,32.59
407,13/06/2020 11:00,28.13,61.99,33.74
408,13/06/2020 12:00,27.44,59.07,34.52
409,13/06/2020 13:00,26.13,56.27,35.4
410,13/06/2020 14:00,25.91,52.37,36.34
411,13/06/2020 15:00,26.59,50.81,36.7
412,13/06/2020 16:00,26.16,53.96,36.21
413,13/06/2020 17:00,26.45,60.36,35.2
414,13/06/2020 18:00,30.58,68.72,33.5
415,13/06/2020 19:00,35.31,71.81,32.63
416,13/06/2020 20:00,37.25,75.2,31.66
417,13/06/2020 21:00,40.35,77.02,31.24
418,13/06/2020 22:00,44.71,79.16,30.93
419,13/06/2020 23:00,49.18,81.78,30.48
420,14/06/2020 00:00,39.05,83.43,30.14
421,14/06/2020 01:00,30.22,83.6,30.14
422,14/06/2020 02:00,27.48,84.87,29.91
423,14/06/2020 03:00,27.11,85.32,29.58
424,14/06/2020 04:00,27.3,85.79,29.4
425,14/06/2020 05:00,27.35,83.38,29.43
426,14/06/2020 06:00,28.83,84.37,29.38
427,14/06/2020 07:00,28.69,83.38,29.83
428,14/06/2020 08:00,28.85,80.13,30.76
429,14/06/2020 09:00,28.98,72.57,31.72
430,14/06/2020 10:00,29.69,65.0,33.22
431,14/06/2020 11:00,29.68,61.15,34.23
432,14/06/2020 12:00,27.99,59.81,34.35
433,14/06/2020 13:00,31.35,65.43,33.18
434,14/06/2020 14:00,38.23,75.06,31.72
435,14/06/2020 15:00,33.01,80.68,28.49
436,14/06/2020 16:00,23.91,88.22,24.85
437,14/06/2020 17:00,30.46,86.53,26.9
438,14/06/2020 18:00,36.59,86.89,27.25
439,14/06/2020 19:00,27.78,84.0,26.98
440,14/06/2020 20:00,25.0,80.82,27.23
441,14/06/2020 21:00,26.55,79.28,27.93
442,14/06/2020 22:00,33.07,82.89,28.12
443,14/06/2020 23:00,41.1,86.66,27.47
444,15/06/2020 00:00,48.92,87.77,27.52
445,15/06/2020 01:00,38.13,90.51,26.34
446,15/06/2020 02:00,31.26,92.69,25.7
447,15/06/2020 03:00,24.03,92.09,25.82
448,15/06/2020 04:00,23.59,91.53,26.01
449,15/06/2020 05:00,29.94,91.8,25.85
450,15/06/2020 06:00,38.49,91.08,25.8
451,15/06/2020 07:00,32.84,90.91,25.81
452,15/06/2020 08:00,43.49,91.37,25.93
453,15/06/2020 09:00,42.05,89.7,26.24
454,15/06/2020 10:00,46.78,87.68,26.99
455,15/06/2020 11:00,48.01,85.85,27.72
456,15/06/2020 12:00,42.73,83.25,28.26
457,15/06/2020 13:00,49.17,80.64,29.22
458,15/06/2020 14:00,46.56,75.95,30.72
459,15/06/2020 15:00,42.75,71.74,31.41
460,15/06/2020 16:00,37.16,68.0,32.21
461,15/06/2020 17:00,36.4,70.54,31.44
462,15/06/2020 18:00,34.8,71.86,31.08
463,15/06/2020 19:00,36.4,74.11,30.78
464,15/06/2020 20:00,33.27,74.02,30.49
465,15/06/2020 21:00,27.96,77.15,30.05
466,15/06/2020 22:00,27.93,80.23,29.63
467,15/06/2020 23:00,28.3,81.57,29.38
468,16/06/2020 00:00,29.1,83.7,29.01
469,16/06/2020 01:00,30.01,84.6,28.83
470,16/06/2020 02:00,30.18,84.76,28.81
471,16/06/2020 03:00,29.73,85.68,28.8
472,16/06/2020 04:00,27.6,84.83,28.69
473,16/06/2020 05:00,26.6,84.62,28.38
474,16/06/2020 06:00,27.55,85.28,28.35
475,16/06/2020 07:00,27.06,83.18,28.88
476,16/06/2020 08:00,27.94,81.25,29.42
477,16/06/2020 09:00,27.07,74.83,31.03
478,16/06/2020 10:00,25.15,72.03,31.33
479,16/06/2020 11:00,24.46,65.06,32.78
480,16/06/2020 12:00,23.72,59.58,33.84
481,16/06/2020 13:00,23.16,55.48,34.71
482,16/06/2020 14:00,23.01,51.38,35.63
483,16/06/2020 15:00,23.75,54.97,35.19
484,16/06/2020 16:00,24.74,58.97,34.56
485,16/06/2020 17:00,25.55,63.25,33.55
486,16/06/2020 18:00,26.68,66.91,32.38
487,16/06/2020 19:00,28.28,68.94,31.38
488,16/06/2020 20:00,30.7,71.05,30.78
489,16/06/2020 21:00,30.18,72.94,30.5
490,16/06/2020 22:00,29.83,74.18,30.28
491,16/06/2020 23:00,28.64,75.23,30.08
492,17/06/2020 00:00,26.1,77.03,29.83
493,17/06/2020 01:00,26.13,79.53,29.48
494,17/06/2020 02:00,26.71,80.63,29.29
495,17/06/2020 03:00,27.3,81.06,29.23
496,17/06/2020 04:00,27.42,81.64,29.08
497,17/06/2020 05:00,27.63,82.25,28.93
498,17/06/2020 06:00,27.03,82.08,28.97
499,17/06/2020 07:00,26.73,77.74,29.79
500,17/06/2020 08:00,26.68,72.06,30.74
501,17/06/2020 09:00,25.33,67.01,31.78
502,17/06/2020 10:00,25.91,66.22,32.36
503,17/06/2020 11:00,25.36,62.43,33.39
504,17/06/2020 12:00,25.1,58.91,34.33
505,17/06/2020 13:00,23.67,57.8,33.97
506,17/06/2020 14:00,23.46,57.35,34.25
507,17/06/2020 15:00,23.59,57.83,34.24
508,17/06/2020 16:00,23.4,57.2,34.28
509,17/06/2020 17:00,23.51,56.91,34.13
510,17/06/2020 18:00,24.32,58.97,33.81
511,17/06/2020 19:00,29.2,65.83,33.16
512,17/06/2020 20:00,33.78,70.26,31.97
513,17/06/2020 21:00,34.13,72.73,30.99
514,17/06/2020 22:00,31.49,73.21,30.53
515,17/06/2020 23:00,28.34,75.26,30.13
516,18/06/2020 00:00,27.01,76.88,29.93
517,18/06/2020 01:00,26.58,78.58,29.63
518,18/06/2020 02:00,25.51,79.83,29.35
519,18/06/2020 03:00,24.85,80.63,29.22
520,18/06/2020 04:00,24.75,81.51,29.1
521,18/06/2020 05:00,25.78,81.63,28.98
522,18/06/2020 06:00,25.47,80.32,29.17
523,18/06/2020 07:00,25.73,77.18,30.06
524,18/06/2020 08:00,26.35,72.7,31.03
525,18/06/2020 09:00,26.61,67.49,32.23
526,18/06/2020 10:00,25.6,61.88,33.45
527,18/06/2020 11:00,24.99,55.03,35.08
528,18/06/2020 12:00,26.08,55.69,35.31
529,18/06/2020 13:00,24.4,51.43,36.23
530,18/06/2020 14:00,24.29,51.98,36.18
531,18/06/2020 15:00,24.31,55.29,35.55
532,18/06/2020 16:00,23.64,59.0,34.83
533,18/06/2020 17:00,23.77,58.23,34.53
534,18/06/2020 18:00,24.98,61.5,33.03
535,18/06/2020 19:00,27.08,64.44,32.43
536,18/06/2020 20:00,29.52,67.39,31.62
537,18/06/2020 21:00,27.87,68.84,30.95
538,18/06/2020 22:00,28.11,72.6,30.28
539,18/06/2020 23:00,26.48,74.27,29.98
540,19/06/2020 00:00,26.28,76.59,29.68
541,19/06/2020 01:00,25.48,78.04,29.53
